Calibration file:M20 (corrected calibration).csv,Recorder Calibration(X Y Z H):1 1 1 1,,,PAL (dB re (1um/s^2),,,,,AEL (dB re (1um/s^2)^2*s),,,,,Consistency (% above 100 dB re 1um/s),,,,
File name,Sample Rate,Time range (seconds),Bandwidth (Hz),X,Y,Z,XY,XYZ,X,Y,Z,XY,XYZ,X,Y,Z,XY,XYZ
H.wav,40000,0-0,10-3000,127.5288,0,0,0,0,127.7207,0,0,0,0,95.4051,0,0,0,0
